Timestamp,Pressure,Gas,T1_R,T1_T,T1_R_std,T1_T_std,T2_R,T2_T,T2_R_std,T2_T_std,Temp_Diff,dT_std
10:35:51,0.46,N2,109.338,23.527,0.001,0.002,109.293,23.415,0.001,0.003,0.112,0.003
10:36:14,0.46,N2,109.340,23.535,0.002,0.004,109.297,23.424,0.004,0.009,0.111,0.010
10:36:54,0.5,N2,109.353,23.564,32.971,7.105,109.307,23.449,32.957,7.070,0.115,
10:37:14,0.5,N2,109.356,23.574,0.003,0.007,109.315,23.471,0.004,0.009,0.103,0.005
10:37:34,0.5,N2,109.359,23.581,25.864,25.849,109.314,23.467,25.886,7.040,0.114,
10:37:54,0.5,N2,109.361,23.587,32.974,7.112,109.315,23.468,32.960,7.076,0.119,
10:38:15,0.5,N2,109.365,23.594,32.975,7.114,109.317,23.476,32.960,7.078,0.118,
10:39:21,0.53,N2,109.383,23.641,0.003,0.008,109.341,23.535,0.006,0.014,0.106,0.008
10:39:45,0.53,N2,109.387,23.651,0.002,0.005,109.345,23.547,0.004,0.010,0.104,0.013
10:40:08,0.53,N2,100.274,21.688,8.728,1.887,100.231,21.580,8.725,1.879,0.108,0.010
10:41:05,0.53,N2,109.398,23.680,0.001,0.004,109.350,23.560,0.002,0.004,0.12,0.006
10:42:39,0.56,N2,109.419,23.734,0.002,0.004,109.372,23.614,0.001,0.003,0.12,0.006
10:43:24,0.56,N2,109.423,23.744,32.992,7.159,109.376,23.627,32.978,7.124,0.117,
10:43:40,0.56,N2,109.425,23.748,0.001,0.004,109.376,23.625,0.002,0.004,0.123,0.005
10:44:31,0.56,N2,109.429,23.759,0.002,0.004,109.383,23.641,0.003,0.007,0.118,0.007
10:44:51,0.56,N2,109.432,23.766,0.003,0.007,109.383,23.641,0.002,0.005,0.125,0.004
10:46:23,0.59,N2,109.450,23.812,0.002,0.005,109.397,23.678,0.005,0.012,0.134,0.014
10:46:45,0.59,N2,109.452,23.815,0.002,0.005,109.396,23.675,0.002,0.006,0.14,0.008
10:47:05,0.59,N2,109.455,23.823,33.002,7.183,109.398,23.678,32.985,7.139,0.145,
10:48:10,0.63,N2,109.470,23.862,0.001,0.002,109.421,23.736,0.003,0.007,0.126,0.008
10:48:32,0.63,N2,109.470,23.861,0.002,0.005,109.415,23.724,0.002,0.005,0.137,0.006
10:48:55,0.63,N2,109.472,23.866,0.003,0.009,109.413,23.717,0.002,0.005,0.149,0.009
10:49:50,0.63,N2,109.475,23.875,0.002,0.005,109.418,23.731,0.002,0.005,0.144,0.009
10:51:27,0.7,N2,109.496,23.927,0.002,0.004,109.437,23.779,0.002,0.005,0.148,0.007
10:51:46,0.7,N2,109.495,23.924,0.002,0.004,109.433,23.769,0.002,0.005,0.155,0.008
10:52:07,0.7,N2,109.495,23.927,33.014,7.214,109.434,23.771,32.996,7.167,0.156,
10:53:27,0.74,N2,109.501,23.941,0.001,0.003,109.437,23.779,0.003,0.007,0.162,0.007
10:53:47,0.74,N2,109.501,23.940,33.016,7.218,109.436,23.775,32.996,7.168,0.165,
10:54:06,0.74,N2,109.501,23.941,0.001,0.003,109.436,23.775,0.001,0.003,0.166,0.004
10:54:23,0.74,N2,109.502,23.943,0.001,0.003,109.437,23.777,0.003,0.008,0.166,0.007
10:55:33,0.78,N2,109.511,23.968,0.001,0.004,109.450,23.811,0.003,0.007,0.157,0.007
10:55:52,0.78,N2,109.512,23.966,0.002,0.003,109.444,23.796,0.002,0.004,0.17,0.004
10:56:09,0.78,N2,109.511,23.965,0.001,0.003,109.443,23.794,0.001,0.003,0.171,0.004
10:57:28,0.81,N2,109.517,23.980,0.001,0.003,109.453,23.818,0.005,0.012,0.162,0.013
10:57:41,0.81,N2,109.515,23.977,0.001,0.004,109.449,23.808,0.002,0.004,0.169,0.004
10:57:54,0.81,N2,109.515,23.976,0.001,0.003,109.445,23.800,0.002,0.005,0.176,0.007
10:58:07,0.81,N2,109.515,23.976,0.002,0.004,109.445,23.800,0.001,0.003,0.176,0.005
10:58:19,0.81,N2,109.515,23.977,0.002,0.004,109.446,23.800,0.002,0.004,0.177,0.006
10:58:32,0.81,N2,109.517,23.980,0.003,0.007,109.445,23.801,0.003,0.007,0.179,0.004
10:58:45,0.81,N2,109.516,23.977,0.001,0.002,109.446,23.802,0.002,0.004,0.175,0.004
10:58:58,0.81,N2,109.515,23.979,0.002,0.003,109.446,23.802,0.001,0.002,0.177,0.003
11:00:34,0.85,N2,109.526,24.005,0.001,0.003,109.458,23.831,0.002,0.004,0.174,0.006
11:00:46,0.85,N2,109.525,24.002,0.001,0.003,109.455,23.822,0.002,0.006,0.18,0.007
11:00:59,0.85,N2,109.524,23.999,0.001,0.003,109.453,23.819,0.001,0.002,0.18,0.003
11:01:12,0.85,N2,109.525,23.998,0.002,0.005,109.451,23.814,0.002,0.005,0.184,0.007
11:01:25,0.85,N2,109.524,23.998,0.001,0.003,109.454,23.819,0.006,0.014,0.179,0.014
11:01:38,0.85,N2,109.524,23.997,0.002,0.004,109.450,23.811,0.001,0.003,0.186,0.006
11:01:51,0.85,N2,109.524,23.997,0.001,0.004,109.451,23.813,0.002,0.004,0.184,0.005
11:02:38,0.88,N2,109.529,24.012,0.003,0.009,109.459,23.836,0.005,0.013,0.176,0.010
11:02:50,0.88,N2,109.530,24.013,0.001,0.003,109.460,23.836,0.001,0.004,0.177,0.004
11:03:04,0.88,N2,109.530,24.012,0.002,0.005,109.457,23.831,0.004,0.009,0.181,0.007
11:03:17,0.88,N2,109.528,24.008,0.001,0.003,109.454,23.821,0.001,0.004,0.187,0.006
11:03:30,0.88,N2,109.526,24.005,0.001,0.002,109.454,23.820,0.002,0.005,0.185,0.006
11:03:43,0.88,N2,109.526,24.004,0.001,0.002,109.453,23.818,0.002,0.005,0.186,0.006
11:03:56,0.88,N2,109.527,24.006,0.001,0.003,109.452,23.817,0.001,0.002,0.189,0.003
11:05:30,0.91,N2,109.534,24.025,0.001,0.003,109.460,23.836,0.002,0.004,0.189,0.004
11:05:43,0.91,N2,109.534,24.025,0.001,0.003,109.460,23.836,0.002,0.004,0.189,0.006
11:05:56,0.91,N2,109.535,24.027,0.003,0.009,109.457,23.829,0.002,0.005,0.198,0.009
11:06:09,0.91,N2,109.534,24.024,0.001,0.003,109.457,23.829,0.001,0.003,0.195,0.004
11:06:24,0.91,N2,109.534,24.022,0.003,0.006,109.456,23.826,0.003,0.007,0.196,0.003
11:06:36,0.91,N2,109.531,24.015,0.001,0.003,109.453,23.818,0.001,0.002,0.197,0.004
11:06:50,0.91,N2,109.529,24.011,0.001,0.003,109.449,23.809,0.001,0.002,0.202,0.005
11:07:26,0.92,N2,109.523,23.995,0.001,0.003,109.442,23.792,0.003,0.007,0.203,0.006
11:07:38,0.92,N2,109.520,23.989,0.002,0.006,109.437,23.781,0.002,0.004,0.208,0.007
11:07:51,0.92,N2,109.517,23.981,0.001,0.003,109.436,23.775,0.002,0.004,0.206,0.004
11:08:04,0.92,N2,109.514,23.972,0.002,0.005,109.433,23.768,0.002,0.006,0.204,0.007
11:08:17,0.92,N2,109.512,23.968,0.002,0.005,109.429,23.759,0.002,0.006,0.209,0.006
11:08:30,0.92,N2,109.509,23.959,0.002,0.006,109.425,23.749,0.001,0.003,0.21,0.005
11:08:43,0.92,N2,109.505,23.953,0.002,0.005,109.422,23.741,0.003,0.008,0.212,0.010
11:08:55,0.92,N2,109.502,23.943,0.002,0.004,109.419,23.731,0.002,0.005,0.212,0.004
